epoch,step,train_loss_epoch,train_loss_step,val/mae,val/mse,val/rmse,val_loss
0,39,,,0.9145743250846863,0.9370853900909424,0.9680317044258118,0.9370853900909424
0,39,0.990990161895752,,,,,
1,49,,0.7750290036201477,,,,
1,79,,,0.7915484309196472,0.992046594619751,0.9960153698921204,0.992046594619751
1,79,0.9355350732803345,,,,,
2,99,,0.9633724689483643,,,,
2,119,,,0.822015643119812,0.8284915685653687,0.9102151393890381,0.8284915685653687
2,119,0.9086824059486389,,,,,
3,149,,0.911587119102478,,,,
3,159,,,0.8016659021377563,0.8573151230812073,0.9259131550788879,0.8573151230812073
3,159,0.893515944480896,,,,,
4,199,,0.7467526197433472,,,,
4,199,,,0.7466490864753723,0.8183639645576477,0.9046347141265869,0.8183639645576477
4,199,0.8497874140739441,,,,,
5,239,,,0.7136200070381165,0.784605085849762,0.8857793807983398,0.784605085849762
5,239,0.810401439666748,,,,,
6,249,,0.725612461566925,,,,
6,279,,,0.6766449809074402,0.7433397769927979,0.8621715307235718,0.7433397769927979
6,279,0.7683310508728027,,,,,
7,299,,0.714356541633606,,,,
7,319,,,0.6540606617927551,0.734354555606842,0.8569449186325073,0.734354555606842
7,319,0.7418822646141052,,,,,
8,349,,0.5933315753936768,,,,
8,359,,,0.6418920159339905,0.7419544458389282,0.8613677620887756,0.7419544458389282
8,359,0.7038574814796448,,,,,
9,399,,0.5736901164054871,,,,
9,399,,,0.6358367800712585,0.7421437501907349,0.8614776730537415,0.7421437501907349
9,399,0.673427164554596,,,,,
10,439,,,0.6338066458702087,0.73857182264328,0.8594020009040833,0.73857182264328
10,439,0.6471657752990723,,,,,
11,449,,0.6679604053497314,,,,
11,479,,,0.6269838809967041,0.7258651852607727,0.8519772291183472,0.7258651852607727
11,479,0.6243081092834473,,,,,
12,499,,0.548258900642395,,,,
12,519,,,0.6183869242668152,0.7062221765518188,0.840370237827301,0.7062221765518188
12,519,0.6066375374794006,,,,,
13,549,,0.4951596260070801,,,,
13,559,,,0.6121913194656372,0.6928010582923889,0.8323467373847961,0.6928010582923889
13,559,0.5916100740432739,,,,,
14,599,,0.5173068642616272,,,,
14,599,,,0.6041457056999207,0.6761783361434937,0.8223006129264832,0.6761783361434937
14,599,0.5783807635307312,,,,,
15,639,,,0.6009585857391357,0.6742280125617981,0.8211138844490051,0.6742280125617981
15,639,0.5667663216590881,,,,,
16,649,,0.5368912220001221,,,,
16,679,,,0.5952266454696655,0.6647025346755981,0.8152928948402405,0.6647025346755981
16,679,0.5565401911735535,,,,,
17,699,,0.49497321248054504,,,,
17,719,,,0.5925021171569824,0.6629927754402161,0.8142436742782593,0.6629927158355713
17,719,0.5479097366333008,,,,,
18,749,,0.44316163659095764,,,,
18,759,,,0.5898008346557617,0.6628929972648621,0.8141824007034302,0.6628929972648621
18,759,0.5402455925941467,,,,,
19,799,,0.46694788336753845,,,,
19,799,,,0.5894891023635864,0.6677204370498657,0.8171416521072388,0.6677204370498657
19,799,0.5336799621582031,,,,,
20,839,,,0.588574230670929,0.6710337400436401,0.8191664814949036,0.6710337400436401
20,839,0.5276710987091064,,,,,
21,849,,0.5108094215393066,,,,
21,879,,,0.586921215057373,0.670167088508606,0.8186373114585876,0.670167088508606
21,879,0.5225359201431274,,,,,
22,899,,0.4728526473045349,,,,
22,919,,,0.5842974185943604,0.6645167469978333,0.8151789903640747,0.6645167469978333
22,919,0.5183285474777222,,,,,
23,949,,0.40493249893188477,,,,
23,959,,,0.5817255973815918,0.6558050513267517,0.809817910194397,0.6558050513267517
23,959,0.5148001909255981,,,,,
24,999,,0.46167483925819397,,,,
24,999,,,0.5798827409744263,0.6484909653663635,0.8052893877029419,0.6484909653663635
24,999,0.5114185214042664,,,,,
25,1039,,,0.5785462260246277,0.6406025886535645,0.8003765344619751,0.6406025886535645
25,1039,0.5080851912498474,,,,,
26,1049,,0.5006476640701294,,,,
26,1079,,,0.5781410932540894,0.6296095252037048,0.7934793829917908,0.6296095252037048
26,1079,0.5052411556243896,,,,,
27,1099,,0.4813852310180664,,,,
27,1119,,,0.5772011876106262,0.6214452385902405,0.7883179783821106,0.6214452385902405
27,1119,0.5032718181610107,,,,,
28,1149,,0.39119577407836914,,,,
28,1159,,,0.5733629465103149,0.6177548170089722,0.7859737873077393,0.6177548170089722
28,1159,0.5021666884422302,,,,,
29,1199,,0.42900824546813965,,,,
29,1199,,,0.5698520541191101,0.6178515553474426,0.7860353589057922,0.6178515553474426
29,1199,0.4993366003036499,,,,,
