epoch,step,train_loss_epoch,train_loss_step,val/mae,val/mse,val/rmse,val_loss
0,45,,,0.9184669852256775,0.9280579686164856,0.96335768699646,0.9280579686164856
0,45,0.9878523945808411,,,,,
1,49,,0.9001084566116333,,,,
1,91,,,0.9298657178878784,0.9607995748519897,0.9802038669586182,0.9607995748519897
1,91,0.9660357236862183,,,,,
2,99,,0.8708670139312744,,,,
2,137,,,0.8627676367759705,0.8675625920295715,0.9314303994178772,0.8675625920295715
2,137,0.9197804927825928,,,,,
3,149,,0.9449770450592041,,,,
3,183,,,0.8540995717048645,0.8260083794593811,0.9088500142097473,0.8260083794593811
3,183,0.8629869222640991,,,,,
4,199,,1.0649213790893555,,,,
4,229,,,0.8379330635070801,0.8243774771690369,0.9079523682594299,0.8243774771690369
4,229,0.8636624217033386,,,,,
5,249,,0.8407982587814331,,,,
5,275,,,0.8139911890029907,0.8023827075958252,0.8957582116127014,0.8023827075958252
5,275,0.8501982092857361,,,,,
6,299,,0.7982693910598755,,,,
6,321,,,0.8104125261306763,0.7834899425506592,0.8851496577262878,0.7834899425506592
6,321,0.8102371096611023,,,,,
7,349,,0.7624038457870483,,,,
7,367,,,0.7880334854125977,0.7613834738731384,0.8725728988647461,0.7613834738731384
7,367,0.8008039593696594,,,,,
8,399,,0.6881577372550964,,,,
8,413,,,0.7706253528594971,0.7395696640014648,0.8599823713302612,0.7395696640014648
8,413,0.7675020694732666,,,,,
9,449,,0.7656238675117493,,,,
9,459,,,0.7537589073181152,0.7183712124824524,0.8475678563117981,0.7183712124824524
9,459,0.7380067110061646,,,,,
10,499,,0.7954415082931519,,,,
10,505,,,0.7329357266426086,0.6975440382957458,0.835191011428833,0.6975440382957458
10,505,0.7116454839706421,,,,,
11,549,,0.6126437187194824,,,,
11,551,,,0.710676908493042,0.6786137223243713,0.8237801790237427,0.6786137223243713
11,551,0.6856525540351868,,,,,
12,597,,,0.6892361044883728,0.6607373356819153,0.8128575086593628,0.6607373356819153
12,597,0.6611627340316772,,,,,
13,599,,0.7569500207901001,,,,
13,643,,,0.6713956594467163,0.6454922556877136,0.8034253120422363,0.6454922556877136
13,643,0.6414377093315125,,,,,
14,649,,0.795384407043457,,,,
14,689,,,0.6568617820739746,0.6340650916099548,0.7962820529937744,0.6340650916099548
14,689,0.6255452036857605,,,,,
15,699,,0.560408890247345,,,,
15,735,,,0.6444011926651001,0.6246106624603271,0.7903231382369995,0.6246106624603271
15,735,0.6123567223548889,,,,,
16,749,,0.6203150153160095,,,,
16,781,,,0.6335433125495911,0.6170468330383301,0.7855232954025269,0.6170468330383301
16,781,0.6008764505386353,,,,,
17,799,,0.6703583002090454,,,,
17,827,,,0.6246492862701416,0.6099926233291626,0.7810202836990356,0.6099926233291626
17,827,0.5904268026351929,,,,,
18,849,,0.7075071334838867,,,,
18,873,,,0.6165794730186462,0.6038585305213928,0.7770833373069763,0.6038585305213928
18,873,0.5815843343734741,,,,,
19,899,,0.5950151681900024,,,,
19,919,,,0.6104316115379333,0.5983384251594543,0.7735233902931213,0.5983384251594543
19,919,0.5729451775550842,,,,,
20,949,,0.7204908728599548,,,,
20,965,,,0.6043174862861633,0.5941946506500244,0.7708402276039124,0.5941946506500244
20,965,0.5655969977378845,,,,,
21,999,,0.6023102402687073,,,,
21,1011,,,0.5989182591438293,0.5900980830192566,0.768178403377533,0.5900980830192566
21,1011,0.5584360361099243,,,,,
22,1049,,0.5433041453361511,,,,
22,1057,,,0.5940542221069336,0.5865303874015808,0.765852689743042,0.5865303874015808
22,1057,0.5521882176399231,,,,,
23,1099,,0.48529595136642456,,,,
23,1103,,,0.58966463804245,0.583814263343811,0.764077365398407,0.583814263343811
23,1103,0.5464774966239929,,,,,
24,1149,,0.267378032207489,,,,
24,1149,,,0.5857324004173279,0.5811605453491211,0.7623388767242432,0.5811605453491211
24,1149,0.5413289070129395,,,,,
25,1195,,,0.5820475816726685,0.5785638093948364,0.7606338262557983,0.5785638093948364
25,1195,0.5366783142089844,,,,,
26,1199,,0.5950520038604736,,,,
26,1241,,,0.5790420174598694,0.5761955976486206,0.7590755224227905,0.5761955976486206
26,1241,0.5324539542198181,,,,,
27,1249,,0.5638769268989563,,,,
27,1287,,,0.576299250125885,0.574264407157898,0.7578023672103882,0.574264407157898
27,1287,0.5287863612174988,,,,,
28,1299,,0.41879114508628845,,,,
28,1333,,,0.5741257667541504,0.5720909237861633,0.7563669085502625,0.5720909237861633
28,1333,0.5252625942230225,,,,,
29,1349,,0.49103161692619324,,,,
29,1379,,,0.5719984769821167,0.5702065825462341,0.7551202774047852,0.5702065825462341
29,1379,0.5219583511352539,,,,,
