epoch,step,train_loss_epoch,train_loss_step,val/mae,val/mse,val/rmse,val_loss
0,45,,,0.9358155727386475,0.938988208770752,0.969014048576355,0.938988208770752
0,45,0.968056321144104,,,,,
1,49,,0.8555582165718079,,,,
1,91,,,0.9141547083854675,0.8931266069412231,0.94505375623703,0.8931266069412231
1,91,0.9257515668869019,,,,,
2,99,,0.7689648866653442,,,,
2,137,,,0.9221987128257751,0.9337807297706604,0.9663233160972595,0.9337807297706604
2,137,0.9494171738624573,,,,,
3,149,,0.9778516292572021,,,,
3,183,,,0.8725051283836365,0.8563551902770996,0.925394594669342,0.8563551902770996
3,183,0.8861731290817261,,,,,
4,199,,1.0164542198181152,,,,
4,229,,,0.8466627597808838,0.8110332489013672,0.9005738496780396,0.8110332489013672
4,229,0.8422451615333557,,,,,
5,249,,0.8040928840637207,,,,
5,275,,,0.8183020949363708,0.8023334741592407,0.8957306742668152,0.8023334741592407
5,275,0.8350219130516052,,,,,
6,299,,0.7418818473815918,,,,
6,321,,,0.801551342010498,0.7775624990463257,0.8817950487136841,0.7775624990463257
6,321,0.8055377006530762,,,,,
7,349,,0.7281402945518494,,,,
7,367,,,0.7758640050888062,0.7575219869613647,0.8703573942184448,0.7575219869613647
7,367,0.7741696834564209,,,,,
8,399,,0.6689892411231995,,,,
8,413,,,0.7553789615631104,0.7381573915481567,0.859160840511322,0.7381573915481567
8,413,0.7442044615745544,,,,,
9,449,,0.7186325788497925,,,,
9,459,,,0.732715368270874,0.7121021747589111,0.84386146068573,0.7121021747589111
9,459,0.7194082736968994,,,,,
10,499,,0.7216161489486694,,,,
10,505,,,0.7132903933525085,0.6935735940933228,0.832810640335083,0.6935735940933228
10,505,0.6894336938858032,,,,,
11,549,,0.5815292596817017,,,,
11,551,,,0.6937412023544312,0.678243100643158,0.8235551714897156,0.678243100643158
11,551,0.6652266979217529,,,,,
12,597,,,0.6746082305908203,0.6640968322753906,0.8149213790893555,0.6640968322753906
12,597,0.6420779824256897,,,,,
13,599,,0.6881746053695679,,,,
13,643,,,0.660595715045929,0.6560094356536865,0.8099440932273865,0.6560094356536865
13,643,0.6226544380187988,,,,,
14,649,,0.8290703296661377,,,,
14,689,,,0.6478208899497986,0.64657062292099,0.8040961623191833,0.64657062292099
14,689,0.6089320778846741,,,,,
15,699,,0.5184839367866516,,,,
15,735,,,0.6375445127487183,0.6368231773376465,0.7980120182037354,0.6368231773376465
15,735,0.5975233316421509,,,,,
16,749,,0.6636457443237305,,,,
16,781,,,0.6300333738327026,0.6288785934448242,0.793018639087677,0.6288785934448242
16,781,0.5892832279205322,,,,,
17,799,,0.6834831237792969,,,,
17,827,,,0.6254997849464417,0.623157262802124,0.7894030809402466,0.6231572031974792
17,827,0.5843057036399841,,,,,
18,849,,0.6152486801147461,,,,
18,873,,,0.6215035319328308,0.6196759939193726,0.7871950268745422,0.6196759939193726
18,873,0.5797972083091736,,,,,
19,899,,0.5818139314651489,,,,
19,919,,,0.6154513955116272,0.6168519258499146,0.7853991985321045,0.6168519258499146
19,919,0.5726860761642456,,,,,
20,949,,0.6767241358757019,,,,
20,965,,,0.6092303991317749,0.6143181324005127,0.7837845087051392,0.6143181324005127
20,965,0.5633928179740906,,,,,
21,999,,0.5568679571151733,,,,
21,1011,,,0.6042426228523254,0.6125414371490479,0.7826502919197083,0.6125414371490479
21,1011,0.5540603995323181,,,,,
22,1049,,0.5453934669494629,,,,
22,1057,,,0.6002565026283264,0.6114799976348877,0.7819718718528748,0.6114799976348877
22,1057,0.5459821820259094,,,,,
23,1099,,0.39324814081192017,,,,
23,1103,,,0.597326397895813,0.6105328798294067,0.7813660502433777,0.6105328798294067
23,1103,0.5391750335693359,,,,,
24,1149,,0.31218811869621277,,,,
24,1149,,,0.5951076745986938,0.6098236441612244,0.7809120416641235,0.6098236441612244
24,1149,0.5339048504829407,,,,,
25,1195,,,0.5933783650398254,0.6088654398918152,0.7802982926368713,0.6088654398918152
25,1195,0.5291792750358582,,,,,
26,1199,,0.557160496711731,,,,
26,1241,,,0.5919919610023499,0.6081215739250183,0.779821515083313,0.6081215739250183
26,1241,0.5249720215797424,,,,,
27,1249,,0.5106969475746155,,,,
27,1287,,,0.590643584728241,0.6072842478752136,0.7792844176292419,0.6072842478752136
27,1287,0.5210330486297607,,,,,
28,1299,,0.5167124271392822,,,,
28,1333,,,0.5899761915206909,0.6065530180931091,0.7788151502609253,0.6065530180931091
28,1333,0.5173588991165161,,,,,
29,1349,,0.40453922748565674,,,,
29,1379,,,0.5893357396125793,0.6058822274208069,0.7783843874931335,0.6058822274208069
29,1379,0.5139124989509583,,,,,
