epoch,step,train_loss_epoch,train_loss_step,val/mae,val/mse,val/rmse,val_loss
0,45,,,0.9313506484031677,0.9536899328231812,0.9765704870223999,0.9536899328231812
0,45,0.9670466184616089,,,,,
1,49,,0.8513101935386658,,,,
1,91,,,0.9274517297744751,0.9087356925010681,0.9532762765884399,0.9087356925010681
1,91,0.9423745274543762,,,,,
2,99,,0.859856128692627,,,,
2,137,,,0.8975561857223511,0.8582788705825806,0.9264333844184875,0.8582788705825806
2,137,0.8978065848350525,,,,,
3,149,,0.9609470367431641,,,,
3,183,,,0.9028598666191101,0.8886593580245972,0.9426873326301575,0.8886593580245972
3,183,0.914616048336029,,,,,
4,199,,0.9139540791511536,,,,
4,229,,,0.841475248336792,0.8041840195655823,0.8967630863189697,0.8041840195655823
4,229,0.8433258533477783,,,,,
5,249,,0.8166021108627319,,,,
5,275,,,0.8003618717193604,0.7758477926254272,0.8808222413063049,0.7758477926254272
5,275,0.8101266026496887,,,,,
6,299,,0.6616756319999695,,,,
6,321,,,0.7798545956611633,0.7478934526443481,0.8648083209991455,0.7478934526443481
6,321,0.7692157626152039,,,,,
7,349,,0.6703794002532959,,,,
7,367,,,0.7566763162612915,0.7166375517845154,0.8465445041656494,0.7166375517845154
7,367,0.7398884296417236,,,,,
8,399,,0.6490730047225952,,,,
8,413,,,0.7271780371665955,0.696943461894989,0.8348314166069031,0.696943461894989
8,413,0.7080028057098389,,,,,
9,449,,0.5904144644737244,,,,
9,459,,,0.7076919078826904,0.6835541129112244,0.8267732858657837,0.6835540533065796
9,459,0.679381787776947,,,,,
10,499,,0.6799896359443665,,,,
10,505,,,0.6891467571258545,0.6720290780067444,0.81977379322052,0.6720290780067444
10,505,0.657651960849762,,,,,
11,549,,0.6158507466316223,,,,
11,551,,,0.6752740144729614,0.6690862774848938,0.8179769515991211,0.6690863370895386
11,551,0.6400792002677917,,,,,
