iter	Logloss
227	0.4162479564
228	0.4159885872
229	0.415535738
230	0.4150592698
231	0.4147400035
232	0.4143726611
233	0.4139574098
234	0.4137051383
235	0.4132235813
236	0.4127909479
237	0.4123917872
238	0.4120101628
239	0.4116709912
240	0.4112926213
241	0.41095387
242	0.4105630264
243	0.4101857117
244	0.4098316591
245	0.4094052488
246	0.4089957577
247	0.4086189141
248	0.4081185135
249	0.4077582327
250	0.4075219683
251	0.4069698325
252	0.4067304443
253	0.4064128032
254	0.4060587293
255	0.4057148673
256	0.4054005108
257	0.4050788005
258	0.4046820665
259	0.4042547355
260	0.4040323551
261	0.4036253018
262	0.4031362876
263	0.4028096981
264	0.4023594812
265	0.4018919832
266	0.4013747236
267	0.4009420856
268	0.4005330996
269	0.400106196
270	0.3998232195
271	0.3996184212
272	0.3993016062
273	0.3990172114
274	0.3985231368
275	0.3982319324
276	0.3978647498
277	0.3975165387
278	0.3971252294
279	0.3967604722
280	0.3964427421
281	0.3961465884
282	0.395961526
283	0.395634883
284	0.3952204413
285	0.3950617898
286	0.3948361336
287	0.3944207857
288	0.3940320818
289	0.3937376273
290	0.3934968959
291	0.3933311686
292	0.3928608303
293	0.3925568367
294	0.3922786611
295	0.3918833098
296	0.3915970519
297	0.3914401217
298	0.3908705459
299	0.3905742453
300	0.3902690129
301	0.3899336031
302	0.389603372
303	0.3892600451
304	0.3889059546
305	0.3886358379
306	0.3883952171
307	0.3881105172
308	0.3877221492
309	0.3872222668
310	0.3867009707
311	0.3862028508
312	0.3858807092
313	0.3856736428
314	0.3854232258
315	0.3851439258
316	0.3848535944
317	0.3845515677
318	0.3842302888
319	0.3839474388
320	0.3836376432
321	0.3833386853
322	0.3831143754
323	0.3826964085
324	0.3824779078
325	0.3820950059
326	0.3818140317
327	0.3813871561
328	0.3810993741
329	0.3806992636
330	0.3803807854
331	0.3801415614
332	0.3797806675
333	0.3794873163
334	0.3791925806
335	0.3787644316
336	0.3785638823
337	0.3781506143
338	0.3778567037
339	0.3775671793
340	0.3772743134
341	0.3770167345
342	0.3768291074
343	0.3764974738
344	0.3760914272
345	0.3758491074
346	0.3755437967
347	0.3752461935
348	0.37496213
349	0.3747661063
350	0.3743374368
351	0.3741409389
352	0.3738313486
353	0.3735782323
354	0.3732232185
355	0.3728922724
356	0.3725202255
357	0.3722826443
358	0.3719894925
359	0.3717177777
360	0.3712844748
361	0.3709352061
362	0.370621605
363	0.3703416446
364	0.3699905609
365	0.3697577295
366	0.3695152145
367	0.3691989961
368	0.3689326592
369	0.3685242309
370	0.3681318772
371	0.3676574561
372	0.3673018161
373	0.3670744299
374	0.3667700063
375	0.3665531105
376	0.3662787177
377	0.3659038635
378	0.3655466053
379	0.365222083
380	0.3649312347
381	0.3645758764
382	0.3643136005
383	0.364009025
384	0.3636789213
385	0.363428899
386	0.3631497089
387	0.3627959668
388	0.3625862732
389	0.3621728362
390	0.3617802538
391	0.3614251412
392	0.3609673639
393	0.3605661602
394	0.3601810155
395	0.360000549
396	0.3597554967
397	0.3594752689
398	0.3592167422
399	0.359012141
400	0.3585519287
401	0.3581610093
402	0.3577428987
403	0.3574801473
404	0.357162729
405	0.3568618937
406	0.3567232054
407	0.3563480384
408	0.3560932784
409	0.3557734247
410	0.3555009343
411	0.3550797043
412	0.3547618886
413	0.354416667
414	0.3541512058
415	0.3538676786
416	0.3533284117
417	0.3528992071
418	0.3525987754
419	0.3523030869
420	0.3520244591
421	0.351883782
422	0.3515521142
423	0.3512170951
424	0.3508340609
425	0.3505534382
426	0.3503003758
427	0.3499985145
428	0.3495420661
429	0.3492310692
430	0.3487923967
431	0.348543633
432	0.348230266
433	0.3479385434
434	0.3475414069
435	0.3471653515
436	0.3467927602
437	0.3463667507
438	0.3460752076
439	0.34586372
440	0.3454777051
441	0.34508311
442	0.3447699534
443	0.3444760329
444	0.3440089903
445	0.3437164046
446	0.343279881
447	0.3429643879
448	0.342618144
449	0.3422441446
450	0.341881749
451	0.3416471697
452	0.3413081707
453	0.3409439845
454	0.3405619692
455	0.3402457883
456	0.3398981948
457	0.3395877459
458	0.3393387183
459	0.338934268
460	0.3385421196
461	0.3380211099
462	0.337673974
463	0.3372666075
464	0.336944852
465	0.336641345
466	0.3362071515
467	0.3360003925
468	0.335668648
469	0.335488961
470	0.3351402609
471	0.3348002524
472	0.3344447285
473	0.3340558124
474	0.3337427037
475	0.3334670115
476	0.3332135976
477	0.3328862467
478	0.3325086481
479	0.3319540436
480	0.3314417929
481	0.3311774674
482	0.3307357115
483	0.3303123688
484	0.3300467127
485	0.3298099365
486	0.3294676979
487	0.3291722027
488	0.3288717039
489	0.328607668
490	0.3281453496
491	0.3277142726
492	0.327314593
493	0.3269126565
494	0.3266634247
495	0.3261252961
496	0.3259047641
497	0.3256363575
498	0.325382275
499	0.3250403477
500	0.3247863542
501	0.3245387498
502	0.3241766604
503	0.3239094074
504	0.3236458038
505	0.3233306616
506	0.3230268394
507	0.3226483283
508	0.3224401785
509	0.32230847
510	0.3221242968
511	0.3218572265
512	0.3214750823
513	0.3211086307
514	0.3208403206
515	0.3205254709
516	0.3201792546
517	0.3198436037
518	0.3194585918
519	0.3190300581
520	0.3187058088
521	0.3183837251
522	0.3181877034
523	0.3178177533
524	0.3175375282
525	0.3171641308
526	0.3168612926
527	0.3166096233
528	0.3162221368
529	0.315981435
530	0.3156508613
531	0.3152916329
532	0.3150256747
533	0.3146297844
534	0.3142589011
535	0.3137833138
536	0.3135182749
537	0.3132131355
538	0.3130429877
539	0.3127054455
540	0.3123687217
541	0.3121193298
542	0.3117565227
543	0.3113409649
544	0.3110844722
545	0.3107002192
546	0.3105536989
547	0.3102430213
548	0.3101965164
549	0.3100524614
550	0.3097857775
551	0.3095233746
552	0.3091825152
553	0.3088187136
554	0.30848379
555	0.308171032
556	0.3078533911
557	0.3075599946
558	0.307234857
559	0.3068733918
560	0.3065994995
561	0.3062994395
562	0.3059479971
563	0.3059036111
564	0.3054611698
565	0.3050185653
566	0.3046666172
567	0.3042836807
568	0.303923011
569	0.3036778838
570	0.303326374
571	0.3029888616
572	0.3026965756
573	0.3024478684
574	0.3021375331
575	0.3018587187
576	0.3018240791
577	0.3015563486
578	0.3011756329
579	0.3007983706
580	0.3003243885
581	0.2999552423
582	0.2996652366
583	0.2994208357
584	0.2990752979
585	0.2987126817
586	0.2984153572
587	0.29819292
588	0.2979281533
589	0.2977065487
590	0.2974604536
591	0.297167359
592	0.2969390857
593	0.2968293585
594	0.2965915152
595	0.2965587583
596	0.2962519657
597	0.2962199246
598	0.2959513599
599	0.2956952067
600	0.2953998379
601	0.2952848793
602	0.2949234119
603	0.2944873314
604	0.2942246335
605	0.2939222905
606	0.2935476999
607	0.293173184
608	0.2928639883
609	0.2924130253
610	0.2921087406
611	0.2917650027
612	0.291384647
613	0.2910924387
614	0.2908665679
615	0.2905956572
616	0.2901973047
617	0.2898983062
618	0.2896868601
619	0.2894890282
620	0.2892395607
621	0.2889186193
622	0.288532383
623	0.2882237822
624	0.2878843683
625	0.2876276104
626	0.2873957387
627	0.2870425547
628	0.2867334626
629	0.2865148329
630	0.2862572298
631	0.2858314248
632	0.285799728
633	0.2856058991
634	0.2855786419
635	0.2855493286
636	0.2852690527
637	0.2852407464
638	0.2849770587
639	0.2848048462
640	0.2847815719
641	0.2844540844
642	0.2841561044
643	0.2837783757
644	0.2835411144
645	0.2835198518
646	0.2831589363
647	0.2828555522
648	0.2825712948
649	0.2822361239
650	0.2818449733
651	0.2817937674
652	0.2814608874
653	0.2811817234
654	0.2807887191
655	0.280464636
656	0.2801915913
657	0.2799719254
658	0.2796677388
659	0.2793889607
660	0.2791752033
661	0.2789490473
662	0.2786392293
663	0.2783972226
664	0.2781572311
665	0.2778903716
666	0.2777061702
667	0.2773732346
668	0.2770475963
669	0.2767086957
670	0.2763209911
671	0.2759640037
672	0.2757365296
673	0.2754391693
674	0.2751736877
675	0.2749729935
676	0.2746991048
677	0.2745034723
678	0.2742621786
679	0.27394189
680	0.2736165121
681	0.273378942
682	0.273192258
683	0.2729843764
684	0.2729659624
685	0.2726608191
686	0.2723749743
687	0.2720674503
688	0.2718178732
689	0.2715509513
690	0.2713477732
691	0.2710619112
692	0.2707541964
693	0.2705059101
694	0.2702560529
695	0.2700245674
696	0.2697782354
697	0.2694972698
698	0.2691693131
699	0.268909941
700	0.2687131967
701	0.2684815065
702	0.2681821036
703	0.2678586065
704	0.2675996412
705	0.2673161677
706	0.266992867
707	0.2666917594
708	0.2666403261
709	0.2664600745
710	0.2661163314
711	0.2660881902
712	0.2658423397
713	0.2655510127
714	0.2653223265
715	0.2650491057
716	0.2648446613
717	0.2646523601
718	0.2643047798
719	0.264052904
720	0.2638883025
721	0.2636284896
722	0.2633733315
723	0.2630414165
724	0.2628088548
725	0.2625494638
726	0.2622422674
727	0.2619729382
728	0.2617059624
729	0.2615005149
730	0.2612569138
731	0.2609875547
732	0.2607510519
733	0.2607287378
734	0.2604719278
735	0.2602454271
736	0.2602217334
737	0.2599180132
738	0.2597660195
739	0.2594791117
740	0.2592736813
741	0.2590158166
742	0.2588299559
743	0.2585972519
744	0.2585080472
745	0.2582625709
746	0.2578882006
747	0.257644269
748	0.2574045488
749	0.2571769851
750	0.256825991
751	0.2566010063
752	0.2563889429
753	0.256146707
754	0.2558728412
755	0.2556178218
756	0.2553507897
757	0.2551022099
758	0.2549103601
759	0.2547080189
760	0.2544679886
761	0.2542901397
762	0.253939518
763	0.2536109763
764	0.2533784816
765	0.2531163798
766	0.2528487722
767	0.2525374194
768	0.2523078438
769	0.2521206256
770	0.2518320795
771	0.2515449399
772	0.2512436613
773	0.2510852922
774	0.2509735996
775	0.2507275927
776	0.2507107925
777	0.250461121
778	0.2502825517
779	0.2500641668
780	0.2497688618
781	0.2495202391
782	0.2492630994
783	0.2490568877
784	0.2488644273
785	0.2486000111
786	0.2482858332
787	0.2480834061
788	0.2477955257
789	0.2475033189
790	0.2471992706
791	0.2469275546
792	0.2467177231
793	0.2464073362
794	0.2461205391
795	0.245916465
796	0.2456576775
797	0.2454301626
798	0.2451948974
799	0.2449696867
800	0.2447705881
801	0.244524468
802	0.2443633258
803	0.2440641908
804	0.2438105244
805	0.2435908049
806	0.2433191908
807	0.2429983635
808	0.2428558526
809	0.2425711908
810	0.2423856967
811	0.2421034626
812	0.2418312367
813	0.2415723305
814	0.2415549878
815	0.2412557928
816	0.241122112
817	0.24088953
818	0.2406238628
819	0.2404595954
820	0.2401983395
821	0.2400618421
822	0.2398516871
823	0.2396629674
824	0.2395053939
825	0.2392925532
826	0.2390752325
827	0.2389242595
828	0.2386560145
829	0.238433239
830	0.2380991791
831	0.2378379385
832	0.2376540936
833	0.2373736396
834	0.2373512045
835	0.2371258313
836	0.2369581352
837	0.2366970365
838	0.2364609974
839	0.2361668897
840	0.2359622956
841	0.2357584516
842	0.235547234
843	0.2353375658
844	0.2351378372
845	0.2348296973
846	0.2347470958
847	0.2345287071
848	0.2343583546
849	0.2340469599
850	0.2339359977
851	0.2337138631
852	0.2335796633
853	0.2334041528
854	0.2332467596
855	0.2330094134
856	0.232799159
857	0.2324899911
858	0.2323074349
859	0.2319999072
860	0.2317936461
861	0.2317756307
862	0.2315376739
863	0.231383382
864	0.2311695449
865	0.2309301737
866	0.2306542609
867	0.2304583275
868	0.2302254633
869	0.2299945726
870	0.2298341454
871	0.2296166599
872	0.2293643967
873	0.2291090889
874	0.2290937805
875	0.2289578634
876	0.2287099181
877	0.22869897
878	0.2285421109
879	0.2282630469
880	0.2279779971
881	0.2276338586
882	0.2274148033
883	0.2272615339
884	0.2270553935
885	0.2268867465
886	0.2266775169
887	0.2264009348
888	0.2261368316
889	0.2259216026
890	0.2257964771
891	0.2256199044
892	0.2254065331
893	0.2251185849
894	0.2249374173
895	0.2247512982
896	0.2245206125
897	0.2243259586
898	0.2240644346
899	0.2238866583
900	0.2236905311
901	0.223590799
902	0.2233792178
903	0.2231850282
904	0.2231074787
905	0.2228998115
906	0.2227609594
907	0.2225112202
908	0.2223196035
909	0.2221750584
910	0.2220303535
911	0.2217909124
912	0.2216422961
913	0.2214303598
914	0.2211950485
915	0.2211317732
916	0.2209639536
917	0.2207468984
918	0.2205391941
919	0.2203662693
920	0.2201662522
921	0.2199152825
922	0.219664869
923	0.2194907369
924	0.2192741337
925	0.2190679564
926	0.2188735291
927	0.2186842413
928	0.2185298618
929	0.218350428
930	0.2181555508
931	0.2180413819
932	0.2177665103
933	0.2175777494
934	0.2174660412
935	0.2172642374
936	0.2171168177
937	0.2168977974
938	0.2166374519
939	0.2164004092
940	0.2161641756
941	0.2159401068
942	0.2157553901
943	0.2155871063
944	0.215444257
945	0.2151707958
946	0.214973108
947	0.2148386804
948	0.2146692566
949	0.2145319966
950	0.2143656115
951	0.2143508489
952	0.2141794952
953	0.2139637649
954	0.2138463556
955	0.2136075924
956	0.2134407105
957	0.2131296615
958	0.2129918026
959	0.2128171213
960	0.2125939699
961	0.2124498766
962	0.212194797
963	0.211972498
964	0.2117361213
965	0.2115024297
966	0.2113297998
967	0.2111815339
968	0.2110033358
969	0.2108091125
970	0.2106633595
971	0.2104545128
972	0.2102159773
973	0.2099464997
974	0.2097543535
975	0.2095271807
976	0.2093372553
977	0.2091072273
978	0.208944177
979	0.208775372
980	0.2086086747
981	0.2083944352
982	0.2082041486
983	0.2080555672
984	0.2078548928
985	0.2076316974
986	0.2074430435
987	0.2074206283
988	0.2072635345
989	0.2072364136
990	0.2070574265
991	0.206877435
992	0.2066647597
993	0.2064794202
994	0.2062815131
995	0.2060995366
996	0.2059274942
997	0.2056469225
998	0.2054839188
999	0.2052598937
